interaction_id,customer_id,product_id,interaction_date,interaction_type,rating,source
22020,316,402,2024-05-23,click,5.0,Category
22021,492,402,2024-05-17,view,5.0,Direct
22022,805,451,2025-12-20,click,2.0,Advertisement
22023,246,156,2025-03-05,cart,,Recommendation
22024,1264,592,2025-02-16,view,5.0,Search
22025,313,110,2025-11-24,view,2.0,Recommendation
22026,1118,118,2025-06-24,view,2.0,Category
22027,1001,246,2025-06-02,view,1.0,Recommendation
22028,1303,171,2025-03-20,click,1.0,Search
22029,750,71,2024-10-26,click,,Direct
22030,582,585,2025-06-13,view,,Direct
22031,174,294,2024-10-22,view,,Category
22032,1394,593,2025-05-09,click,5.0,Direct
22033,1038,181,2024-05-16,view,,Search
22034,257,472,2024-01-01,click,2.0,Category
22035,381,469,2025-03-16,view,4.0,Direct
22036,1271,455,2024-09-14,cart,,Category
22037,793,375,2024-10-07,cart,,Recommendation
22038,898,272,2025-10-25,view,,Category
22039,1246,332,2024-04-12,click,5.0,Recommendation
22040,380,483,2025-11-25,view,,Direct
22041,198,547,2025-01-17,cart,1.0,Direct
22042,413,296,2024-09-30,view,4.0,Search
22043,1062,164,2024-01-25,view,,Direct
22044,631,521,2025-01-20,cart,5.0,Search
22045,285,414,2025-04-22,click,,Category
22046,774,37,2025-09-27,view,,Search
22047,1081,311,2024-12-24,wishlist,,Category
22048,94,462,2024-10-29,cart,,Direct
22049,1008,371,2025-01-24,click,5.0,Recommendation
22050,831,300,2025-12-09,cart,,Advertisement
22051,682,590,2024-05-05,view,1.0,Advertisement
22052,450,562,2024-07-23,view,5.0,Recommendation
22053,936,419,2025-07-27,wishlist,,Direct
22054,781,432,2024-12-12,click,4.0,Direct
22055,966,471,2025-09-11,view,,Recommendation
22056,1090,353,2024-08-09,purchase,3.0,Advertisement
22057,252,194,2025-10-20,click,2.0,Search
22058,210,53,2025-03-31,view,,Category
22059,147,455,2025-04-27,view,,Search
22060,1438,531,2024-05-21,click,3.0,Search
22061,1096,508,2025-09-17,purchase,,Recommendation
22062,1239,492,2024-03-29,view,1.0,Search
22063,356,241,2024-07-31,view,,Direct
22064,908,511,2025-01-06,click,2.0,Search
22065,1301,65,2024-05-23,view,2.0,Direct
22066,1354,449,2025-07-15,view,4.0,Direct
22067,805,223,2024-07-05,click,3.0,Category
22068,80,419,2025-07-13,view,1.0,Search
22069,525,82,2024-12-28,purchase,5.0,Recommendation
22070,544,326,2025-07-01,view,,Recommendation
22071,996,568,2024-09-16,click,,Category
22072,507,31,2025-02-07,view,2.0,Advertisement
22073,412,584,2024-11-17,view,,Category
22074,718,77,2025-06-08,purchase,,Advertisement
22075,1285,384,2025-03-14,wishlist,,Advertisement
22076,388,500,2024-09-26,view,4.0,Category
22077,169,468,2025-12-13,click,,Direct
22078,834,526,2024-02-14,purchase,2.0,Recommendation
22079,545,171,2025-07-13,view,4.0,Search
22080,892,471,2025-08-16,click,,Search
22081,231,432,2025-09-22,view,4.0,Advertisement
22082,657,320,2025-11-27,click,4.0,Direct
22083,201,191,2025-11-06,view,,Direct
22084,1301,12,2024-10-17,view,5.0,Search
22085,815,172,2024-09-02,cart,2.0,Direct
22086,486,72,2024-02-11,view,1.0,Category
22087,307,298,2024-06-19,view,4.0,Recommendation
22088,289,386,2025-05-06,view,5.0,Category
22089,1214,39,2024-08-12,purchase,5.0,Advertisement
22090,643,398,2024-01-31,click,,Advertisement
22091,1019,215,2025-07-07,view,3.0,Advertisement
22092,1047,310,2024-08-02,click,1.0,Recommendation
22093,1110,400,2025-08-26,purchase,1.0,Advertisement
22094,602,299,2025-12-29,view,,Recommendation
22095,943,596,2024-06-14,view,3.0,Category
22096,665,54,2024-06-26,view,,Category
22097,977,482,2024-07-26,view,3.0,Direct
22098,186,328,2024-09-08,click,3.0,Category
22099,1034,146,2025-11-24,wishlist,,Advertisement
22100,116,421,2024-08-29,view,,Recommendation
22101,1131,7,2025-11-19,view,,Recommendation
22102,1314,245,2024-04-29,cart,,Recommendation
22103,754,296,2024-12-22,view,,Recommendation
22104,75,18,2025-02-18,view,,Advertisement
22105,182,87,2024-01-22,view,1.0,Advertisement
22106,1222,545,2024-06-25,purchase,,Recommendation
22107,410,452,2024-11-29,cart,1.0,Recommendation
22108,609,248,2024-03-31,view,,Search
22109,845,135,2025-08-30,wishlist,4.0,Recommendation
22110,549,323,2025-09-27,purchase,,Search
22111,37,143,2025-04-18,cart,2.0,Search
22112,879,257,2025-04-10,purchase,3.0,Search
22113,789,109,2025-06-02,view,3.0,Direct
22114,436,129,2025-09-29,view,3.0,Advertisement
22115,1145,287,2024-12-17,cart,1.0,Advertisement
22116,241,149,2025-12-12,click,3.0,Advertisement
22117,30,523,2024-01-28,view,,Search
22118,286,47,2025-07-31,view,1.0,Search
22119,74,574,2025-08-12,click,,Search
22120,879,228,2025-11-20,cart,3.0,Advertisement
22121,1441,52,2024-09-17,purchase,2.0,Recommendation
22122,701,551,2024-06-21,view,,Category
22123,1385,380,2024-12-31,view,,Category
22124,633,26,2025-03-25,view,2.0,Category
22125,1021,543,2024-07-01,view,1.0,Direct
22126,101,235,2025-09-09,view,,Category
22127,1331,576,2024-07-09,view,,Direct
22128,126,30,2024-11-08,click,,Category
22129,1158,391,2024-08-24,wishlist,2.0,Search
22130,710,68,2025-08-29,cart,3.0,Search
22131,620,400,2025-07-23,purchase,1.0,Direct
22132,796,328,2025-10-09,wishlist,1.0,Category
22133,634,454,2025-10-04,wishlist,4.0,Recommendation
22134,1233,84,2025-06-01,cart,3.0,Recommendation
22135,947,280,2025-09-29,cart,1.0,Advertisement
22136,1220,507,2025-05-28,cart,,Direct
22137,750,450,2024-06-03,view,1.0,Search
22138,254,312,2025-08-27,view,2.0,Advertisement
22139,945,455,2025-08-06,view,4.0,Direct
22140,492,377,2025-02-04,view,,Advertisement
22141,657,545,2024-04-13,view,5.0,Recommendation
22142,514,102,2025-07-27,purchase,4.0,Recommendation
22143,707,35,2024-09-26,click,1.0,Search
22144,1201,12,2025-08-11,wishlist,5.0,Category
22145,1081,232,2024-08-08,cart,4.0,Direct
22146,216,182,2025-01-24,view,4.0,Category
22147,1454,323,2024-07-25,view,,Search
22148,800,599,2025-11-20,wishlist,2.0,Category
22149,727,408,2024-09-24,click,5.0,Direct
22150,267,254,2025-06-10,view,4.0,Recommendation
22151,1423,376,2024-10-16,view,,Recommendation
22152,1174,503,2024-02-15,view,,Advertisement
22153,1471,381,2024-11-24,cart,1.0,Advertisement
22154,816,104,2025-11-09,click,5.0,Direct
22155,382,208,2024-08-24,click,3.0,Search
22156,1085,553,2025-09-14,wishlist,,Recommendation
22157,655,143,2025-02-16,cart,,Category
22158,1394,46,2024-03-30,wishlist,1.0,Advertisement
22159,951,588,2024-10-29,cart,4.0,Direct
22160,354,570,2025-10-23,click,1.0,Category
22161,93,133,2024-09-03,view,4.0,Search
22162,963,455,2024-05-28,view,5.0,Recommendation
22163,807,355,2025-12-12,click,1.0,Direct
22164,1298,322,2024-10-23,click,,Direct
22165,522,158,2024-10-25,view,3.0,Direct
22166,952,548,2024-12-11,purchase,,Recommendation
22167,290,266,2024-03-06,view,2.0,Recommendation
22168,762,113,2024-12-14,cart,,Category
22169,50,292,2024-08-27,view,,Category
22170,219,498,2025-08-21,view,3.0,Recommendation
22171,20,114,2024-05-18,cart,1.0,Direct
22172,956,513,2024-12-12,cart,3.0,Recommendation
22173,1112,429,2025-12-02,cart,,Search
22174,1418,252,2024-12-22,cart,,Category
22175,33,36,2024-11-04,click,,Recommendation
22176,811,461,2024-04-03,click,,Search
22177,1221,91,2024-06-18,view,4.0,Category
22178,243,544,2025-06-26,view,1.0,Direct
22179,1209,201,2025-04-06,purchase,1.0,Advertisement
22180,987,381,2024-04-21,purchase,5.0,Advertisement
22181,403,545,2024-01-30,view,1.0,Advertisement
22182,562,447,2025-03-09,cart,3.0,Recommendation
22183,801,74,2024-08-17,view,1.0,Search
22184,1083,244,2025-03-28,cart,,Category
22185,1330,399,2024-06-02,click,4.0,Search
22186,1429,216,2024-05-18,wishlist,,Search
22187,517,12,2024-01-09,view,2.0,Advertisement
22188,829,75,2024-12-15,click,5.0,Recommendation
22189,937,23,2025-03-11,view,,Advertisement
22190,350,544,2025-05-10,view,,Category
22191,382,386,2024-02-23,purchase,,Search
22192,615,482,2024-05-16,view,3.0,Recommendation
22193,539,125,2024-08-04,cart,1.0,Recommendation
22194,999,486,2024-02-24,click,4.0,Direct
22195,1351,151,2025-04-10,click,,Category
22196,1076,492,2025-12-02,view,1.0,Advertisement
22197,1180,513,2024-03-26,view,4.0,Direct
22198,1429,239,2025-11-10,view,4.0,Recommendation
22199,96,581,2024-12-26,wishlist,,Direct
22200,1273,439,2025-09-04,view,,Search
22201,663,292,2024-03-31,wishlist,4.0,Category
22202,1240,81,2025-06-17,wishlist,3.0,Advertisement
22203,1041,572,2024-02-06,click,2.0,Advertisement
22204,1004,63,2025-02-15,view,,Advertisement
22205,1344,204,2024-03-09,view,1.0,Search
22206,1500,466,2025-09-05,view,5.0,Direct
22207,1311,591,2025-04-28,view,3.0,Category
22208,1488,40,2024-05-07,view,,Advertisement
22209,817,400,2025-09-08,click,5.0,Search
22210,871,165,2025-08-27,cart,,Direct
22211,1449,256,2025-06-30,click,2.0,Direct
22212,394,434,2024-10-23,view,5.0,Category
22213,1045,58,2025-03-15,view,,Advertisement
22214,1495,41,2025-12-12,click,,Recommendation
22215,353,249,2025-04-26,click,1.0,Recommendation
22216,1307,464,2025-10-15,view,3.0,Direct
22217,408,190,2025-02-25,cart,,Direct
22218,633,3,2025-02-25,cart,,Category
22219,1474,296,2024-11-20,view,,Direct
22220,535,375,2024-02-15,view,,Recommendation
22221,1005,43,2024-02-16,purchase,1.0,Direct
22222,973,8,2025-10-02,view,5.0,Category
22223,505,484,2025-11-19,cart,,Direct
22224,1093,580,2025-01-18,purchase,,Category
22225,1208,168,2025-09-17,purchase,3.0,Recommendation
22226,895,579,2024-01-22,cart,1.0,Search
22227,78,5,2025-06-01,wishlist,2.0,Category
22228,700,149,2024-05-31,cart,,Category
22229,463,334,2024-09-24,wishlist,,Category
22230,670,432,2024-03-11,click,2.0,Category
22231,1246,176,2024-04-11,click,1.0,Recommendation
22232,1169,260,2024-05-06,click,2.0,Direct
22233,571,234,2025-11-28,click,,Search
22234,203,584,2025-01-27,click,1.0,Advertisement
22235,61,73,2024-11-02,wishlist,,Recommendation
22236,964,271,2024-07-22,view,1.0,Recommendation
22237,65,561,2025-10-27,click,,Category
22238,926,167,2024-04-29,view,3.0,Search
22239,847,102,2025-04-29,click,5.0,Advertisement
22240,775,336,2024-07-28,purchase,,Advertisement
22241,1071,179,2025-06-06,view,,Recommendation
22242,841,420,2024-04-21,purchase,4.0,Advertisement
22243,1472,573,2024-07-05,purchase,5.0,Advertisement
22244,507,485,2025-08-03,cart,3.0,Advertisement
22245,1320,202,2025-12-22,click,,Advertisement
22246,457,108,2025-09-05,cart,2.0,Recommendation
22247,342,58,2025-01-10,view,2.0,Direct
22248,115,75,2025-11-06,click,4.0,Recommendation
22249,935,506,2025-01-26,view,5.0,Search
22250,1373,188,2024-10-14,view,,Recommendation
22251,1277,152,2024-07-11,view,,Category
22252,662,198,2024-07-23,click,3.0,Category
22253,26,316,2025-09-20,click,3.0,Direct
22254,258,490,2025-04-11,view,2.0,Direct
22255,197,409,2025-08-06,view,,Recommendation
22256,119,320,2024-06-27,view,,Direct
22257,399,374,2025-09-16,view,2.0,Search
22258,892,226,2025-08-16,cart,3.0,Category
22259,343,363,2024-02-06,purchase,,Direct
22260,530,256,2024-04-26,cart,,Direct
22261,1407,239,2025-08-13,click,,Advertisement
22262,654,15,2025-03-18,purchase,,Recommendation
22263,105,534,2024-04-08,view,,Category
22264,1012,198,2025-10-09,cart,3.0,Category
22265,531,539,2024-04-12,purchase,,Advertisement
22266,429,477,2025-11-20,view,5.0,Direct
22267,912,525,2025-01-20,view,3.0,Search
22268,1320,68,2025-02-12,purchase,,Direct
22269,347,274,2024-02-15,wishlist,1.0,Recommendation
22270,1281,537,2025-02-09,cart,5.0,Direct
22271,624,552,2025-07-29,view,4.0,Search
22272,230,219,2025-03-09,view,,Search
22273,770,119,2025-02-22,wishlist,3.0,Search
22274,345,107,2025-04-17,view,4.0,Search
22275,81,222,2024-02-18,view,2.0,Direct
22276,220,474,2024-12-13,cart,,Direct
22277,129,121,2025-01-15,view,3.0,Advertisement
22278,628,395,2025-06-13,view,1.0,Advertisement
22279,225,70,2024-01-01,purchase,3.0,Recommendation
22280,729,112,2024-04-21,view,3.0,Direct
22281,1467,439,2025-03-29,wishlist,5.0,Direct
22282,1368,599,2024-12-26,click,3.0,Recommendation
22283,32,584,2025-02-22,wishlist,,Advertisement
22284,1010,160,2024-06-22,view,2.0,Recommendation
22285,90,325,2024-06-10,view,2.0,Advertisement
22286,402,535,2024-01-05,view,,Advertisement
22287,213,259,2025-12-30,click,4.0,Recommendation
22288,157,148,2024-12-28,purchase,4.0,Advertisement
22289,450,229,2024-03-31,cart,4.0,Direct
22290,486,355,2025-12-24,cart,,Advertisement
22291,1449,484,2024-06-18,cart,3.0,Advertisement
22292,369,272,2025-12-10,view,,Direct
22293,16,584,2025-02-22,cart,4.0,Advertisement
22294,1302,184,2024-06-09,view,5.0,Recommendation
22295,183,135,2025-05-24,cart,,Category
22296,783,427,2024-05-29,purchase,1.0,Category
22297,1256,251,2024-03-24,cart,,Direct
22298,185,209,2025-06-17,view,1.0,Direct
22299,732,34,2024-11-13,view,4.0,Search
22300,1307,536,2024-06-17,wishlist,4.0,Recommendation
22301,914,525,2024-10-18,view,2.0,Advertisement
22302,918,403,2025-12-29,view,4.0,Recommendation
22303,1254,310,2025-03-14,click,,Direct
22304,1269,53,2025-09-27,click,,Category
22305,994,145,2025-05-11,purchase,,Direct
22306,314,99,2024-03-09,view,,Advertisement
22307,980,550,2025-06-14,click,1.0,Recommendation
22308,940,296,2025-11-22,view,1.0,Direct
22309,1127,386,2025-05-19,view,,Recommendation
22310,835,337,2025-03-17,click,,Search
22311,327,450,2024-11-03,view,,Category
22312,1268,260,2025-04-01,click,3.0,Advertisement
22313,1373,470,2025-12-11,cart,3.0,Recommendation
22314,545,396,2025-09-15,purchase,5.0,Direct
22315,1411,291,2024-03-12,view,1.0,Direct
22316,537,549,2024-03-23,view,1.0,Recommendation
22317,1005,343,2025-01-15,view,,Recommendation
22318,1452,470,2025-08-01,purchase,4.0,Advertisement
22319,1204,327,2025-08-18,purchase,2.0,Advertisement
22320,7,32,2025-09-04,view,,Recommendation
22321,1462,97,2025-04-05,view,,Category
22322,348,117,2024-01-25,cart,,Recommendation
22323,576,140,2024-03-01,view,5.0,Category
22324,760,465,2024-08-19,view,,Recommendation
22325,1428,566,2025-07-16,purchase,2.0,Advertisement
22326,471,517,2025-04-29,purchase,1.0,Advertisement
22327,636,460,2024-10-26,view,2.0,Direct
22328,386,329,2024-02-18,click,4.0,Search
22329,461,53,2025-05-23,wishlist,5.0,Recommendation
22330,921,42,2024-07-10,purchase,,Category
22331,509,240,2024-04-20,view,4.0,Advertisement
22332,704,227,2025-02-24,view,,Recommendation
22333,392,449,2025-03-08,view,3.0,Recommendation
22334,1173,228,2025-01-26,view,4.0,Advertisement
22335,1487,355,2025-06-24,purchase,2.0,Recommendation
22336,626,435,2024-05-30,view,5.0,Recommendation
22337,263,503,2024-12-06,purchase,,Category
22338,249,288,2025-10-07,view,,Direct
22339,415,228,2024-11-20,wishlist,,Search
22340,1122,539,2024-07-18,wishlist,4.0,Search
22341,1481,384,2025-12-09,view,1.0,Category
22342,937,235,2025-12-16,view,4.0,Advertisement
22343,907,175,2025-05-09,view,3.0,Advertisement
22344,623,516,2025-05-25,wishlist,4.0,Search
22345,151,159,2025-10-04,click,2.0,Recommendation
22346,349,375,2024-11-16,click,2.0,Category
22347,23,320,2025-09-13,view,,Recommendation
22348,598,280,2025-06-12,view,5.0,Search
22349,987,435,2024-01-22,view,1.0,Category
22350,214,435,2024-10-04,view,1.0,Search
22351,952,79,2024-03-16,view,3.0,Category
22352,1417,113,2024-10-27,click,1.0,Recommendation
22353,1200,101,2024-10-11,purchase,1.0,Direct
22354,284,96,2024-09-01,view,3.0,Direct
22355,1044,181,2025-02-19,view,5.0,Category
22356,1242,549,2025-04-15,click,,Advertisement
22357,472,97,2024-12-05,view,,Category
22358,1201,494,2024-12-08,cart,2.0,Advertisement
22359,1258,130,2024-12-28,wishlist,4.0,Search
22360,1289,256,2025-05-18,view,,Category
22361,334,60,2025-06-28,click,3.0,Advertisement
22362,873,506,2024-08-08,wishlist,3.0,Recommendation
22363,797,426,2024-10-21,view,,Category
22364,894,597,2025-06-26,cart,,Recommendation
22365,870,382,2025-07-25,view,2.0,Recommendation
22366,721,576,2025-07-11,wishlist,3.0,Advertisement
22367,1055,63,2025-10-19,click,,Recommendation
22368,447,425,2024-01-30,purchase,3.0,Advertisement
22369,188,251,2024-09-06,cart,2.0,Advertisement
22370,1416,193,2024-06-30,view,,Direct
22371,39,538,2024-01-05,click,4.0,Category
22372,1182,370,2024-10-03,view,1.0,Advertisement
22373,350,170,2024-04-21,click,1.0,Direct
22374,169,74,2025-08-04,cart,,Search
22375,1287,299,2024-05-05,cart,,Direct
22376,976,554,2025-01-23,view,1.0,Advertisement
22377,1265,574,2024-07-16,view,4.0,Search
22378,496,428,2025-04-28,click,3.0,Search
22379,1064,238,2024-06-29,cart,,Category
22380,421,83,2025-12-20,view,3.0,Recommendation
22381,1153,341,2025-04-28,cart,5.0,Category
22382,1147,454,2025-01-13,view,3.0,Advertisement
22383,350,362,2025-09-14,purchase,,Recommendation
22384,1326,464,2025-04-05,view,2.0,Advertisement
22385,47,155,2024-03-04,cart,1.0,Advertisement
22386,300,555,2025-06-14,click,,Recommendation
22387,632,136,2024-04-12,wishlist,4.0,Category
22388,737,69,2024-04-27,view,,Advertisement
22389,86,47,2025-08-11,click,4.0,Direct
22390,637,50,2025-11-06,view,2.0,Category
22391,1339,194,2024-04-10,cart,1.0,Category
22392,930,376,2025-10-19,view,1.0,Search
22393,351,127,2024-01-30,purchase,,Advertisement
22394,329,11,2025-05-19,wishlist,2.0,Search
22395,924,484,2025-02-04,purchase,,Direct
22396,832,382,2024-04-23,click,5.0,Advertisement
22397,1316,296,2025-04-28,wishlist,,Advertisement
22398,905,489,2024-09-01,view,,Category
22399,294,549,2025-08-23,view,3.0,Search
22400,386,217,2025-10-04,view,3.0,Category
22401,152,401,2024-09-29,view,,Direct
22402,502,199,2024-08-02,view,,Recommendation
22403,1351,393,2025-09-23,click,,Advertisement
22404,59,406,2025-01-14,view,,Search
22405,974,444,2025-08-31,cart,,Category
22406,599,584,2024-08-09,wishlist,,Direct
22407,579,570,2025-09-16,view,2.0,Search
22408,1281,332,2024-06-14,wishlist,2.0,Search
22409,71,329,2024-12-26,purchase,3.0,Search
22410,1397,214,2024-03-10,view,4.0,Category
22411,149,493,2024-05-13,view,5.0,Recommendation
22412,1140,219,2025-12-29,view,2.0,Advertisement
22413,1005,417,2024-12-14,wishlist,,Category
22414,1376,11,2024-08-24,view,5.0,Recommendation
22415,975,323,2025-07-03,view,4.0,Advertisement
22416,483,482,2024-06-07,wishlist,3.0,Recommendation
22417,747,123,2024-03-08,click,,Advertisement
22418,170,12,2024-11-23,click,2.0,Search
22419,1096,455,2025-04-24,click,2.0,Direct
22420,523,112,2024-04-26,click,5.0,Search
22421,472,308,2024-11-02,cart,1.0,Category
22422,228,559,2024-08-21,view,5.0,Recommendation
22423,57,2,2024-02-09,click,,Recommendation
22424,600,24,2025-01-06,view,2.0,Advertisement
22425,934,386,2024-10-17,view,,Recommendation
22426,962,165,2024-06-23,view,,Direct
22427,1164,336,2024-11-18,click,,Direct
22428,735,418,2025-06-30,view,5.0,Direct
22429,1175,72,2024-08-18,click,,Search
22430,668,560,2025-10-31,view,,Search
22431,324,159,2025-09-18,purchase,3.0,Search
22432,684,126,2024-08-02,purchase,3.0,Recommendation
22433,1243,450,2025-09-20,click,2.0,Category
22434,1070,203,2024-07-27,wishlist,5.0,Direct
22435,533,501,2024-06-01,click,4.0,Search
22436,535,546,2024-03-17,purchase,1.0,Direct
22437,230,111,2024-07-20,view,3.0,Category
22438,556,541,2024-02-01,click,1.0,Search
22439,210,35,2024-10-20,click,4.0,Category
22440,989,42,2024-11-26,purchase,1.0,Category
22441,810,248,2025-12-20,view,3.0,Recommendation
22442,762,100,2024-03-19,click,,Direct
22443,762,11,2024-05-03,click,1.0,Direct
22444,662,266,2024-02-09,view,2.0,Recommendation
22445,455,118,2024-08-03,wishlist,1.0,Direct
22446,1156,114,2025-05-31,click,,Category
22447,1275,344,2025-06-29,cart,,Advertisement
22448,1006,523,2025-09-15,view,5.0,Advertisement
22449,710,590,2025-05-24,view,3.0,Recommendation
22450,794,53,2025-04-29,view,3.0,Advertisement
22451,105,118,2025-01-09,view,1.0,Recommendation
22452,182,99,2025-10-27,wishlist,,Advertisement
22453,120,594,2024-03-09,view,,Advertisement
22454,1491,324,2025-12-26,purchase,,Search
22455,1399,29,2024-01-15,click,4.0,Category
22456,619,424,2025-06-05,view,,Direct
22457,701,14,2024-01-08,click,3.0,Direct
22458,732,8,2025-08-02,view,,Direct
22459,1072,356,2025-02-03,view,2.0,Recommendation
22460,808,463,2024-12-10,purchase,3.0,Search
22461,1231,406,2024-01-06,view,,Search
22462,939,224,2025-03-01,view,1.0,Direct
22463,425,372,2025-09-17,view,,Recommendation
22464,781,437,2024-02-07,click,4.0,Direct
22465,265,514,2024-10-13,click,4.0,Direct
22466,78,518,2025-10-25,view,,Advertisement
22467,1178,447,2025-05-23,click,,Recommendation
22468,1298,389,2024-06-23,view,5.0,Recommendation
22469,858,375,2025-10-22,view,4.0,Category
22470,1452,470,2024-12-12,view,1.0,Category
22471,622,355,2025-07-14,wishlist,,Advertisement
22472,187,360,2024-08-28,view,5.0,Category
22473,1181,394,2024-01-22,view,3.0,Advertisement
22474,1470,312,2025-03-17,view,4.0,Direct
22475,32,188,2024-08-14,view,3.0,Search
22476,1020,334,2024-12-09,wishlist,5.0,Direct
22477,172,373,2024-01-10,wishlist,,Category
22478,669,409,2024-12-17,click,,Advertisement
22479,1243,29,2024-01-15,view,,Advertisement
22480,1197,78,2025-05-22,view,4.0,Recommendation
22481,523,9,2024-03-09,click,3.0,Direct
22482,986,15,2025-12-08,view,2.0,Search
22483,564,506,2025-12-24,view,4.0,Direct
22484,267,255,2025-04-09,cart,2.0,Search
22485,124,398,2024-06-26,view,,Category
22486,864,2,2024-02-21,purchase,1.0,Category
22487,520,433,2025-12-19,click,3.0,Search
22488,423,596,2025-09-29,wishlist,,Category
22489,128,245,2024-02-18,click,,Search
22490,1155,413,2025-09-30,view,,Recommendation
22491,13,128,2025-05-05,click,2.0,Direct
22492,712,24,2025-05-21,click,1.0,Recommendation
22493,1336,119,2025-02-12,click,4.0,Category
22494,217,359,2025-04-23,view,1.0,Search
22495,856,423,2025-03-19,click,3.0,Direct
22496,1013,62,2025-08-08,view,,Direct
22497,361,328,2025-10-18,view,,Direct
22498,506,288,2025-12-08,view,,Advertisement
22499,413,165,2025-02-19,view,,Advertisement
22500,594,376,2024-11-27,view,2.0,Recommendation
22501,304,26,2024-12-11,wishlist,4.0,Direct
22502,78,215,2025-07-02,click,4.0,Advertisement
22503,1055,162,2025-09-25,click,3.0,Direct
22504,794,279,2025-12-05,view,1.0,Search
22505,658,425,2024-07-31,click,4.0,Direct
22506,113,209,2025-10-12,view,,Direct
22507,1284,317,2024-06-17,view,5.0,Search
22508,272,211,2025-11-24,purchase,4.0,Direct
22509,385,133,2025-05-11,view,2.0,Category
22510,1386,589,2024-02-02,cart,,Category
22511,1237,183,2024-10-02,click,4.0,Advertisement
22512,465,16,2025-08-24,click,,Search
22513,972,229,2025-08-03,cart,5.0,Advertisement
22514,1370,165,2024-07-02,cart,,Search
22515,1141,484,2024-11-06,view,,Direct
22516,135,277,2024-01-13,view,,Category
22517,1434,146,2025-01-07,cart,5.0,Advertisement
22518,514,328,2025-12-29,view,5.0,Category
22519,840,401,2025-04-18,cart,4.0,Recommendation
22520,1472,104,2024-06-15,purchase,,Category
22521,1088,580,2025-04-28,wishlist,4.0,Advertisement
22522,1016,330,2024-10-11,click,1.0,Advertisement
22523,1419,4,2024-07-22,click,2.0,Category
22524,166,106,2025-03-06,view,1.0,Search
22525,860,491,2024-11-19,wishlist,,Search
22526,1093,283,2024-07-15,click,2.0,Advertisement
22527,948,17,2024-05-16,wishlist,2.0,Direct
22528,70,108,2024-08-09,view,2.0,Category
22529,1378,182,2025-09-10,view,5.0,Category
22530,1160,225,2024-02-26,view,4.0,Recommendation
22531,1049,33,2024-06-23,click,5.0,Direct
22532,851,70,2024-01-12,view,4.0,Search
22533,1330,280,2025-09-13,click,4.0,Advertisement
22534,536,279,2025-01-23,wishlist,4.0,Category
22535,503,462,2024-04-14,view,5.0,Category
22536,1359,181,2024-11-06,view,3.0,Category
22537,1431,514,2025-12-03,cart,5.0,Search
22538,820,282,2024-11-24,view,,Search
22539,107,567,2024-12-01,purchase,1.0,Search
22540,1483,425,2025-01-28,purchase,,Search
22541,222,31,2024-07-28,wishlist,,Recommendation
22542,752,513,2025-03-13,view,,Direct
22543,1052,51,2024-03-15,cart,,Category
22544,1424,107,2024-03-05,view,,Direct
22545,676,536,2024-09-14,view,4.0,Recommendation
22546,1177,466,2024-01-14,view,3.0,Advertisement
22547,916,347,2025-07-08,click,5.0,Direct
22548,1292,595,2025-10-19,view,,Advertisement
22549,692,261,2024-11-11,view,,Advertisement
22550,323,471,2024-03-30,cart,,Direct
22551,633,568,2024-09-21,view,2.0,Search
22552,928,493,2024-04-07,cart,5.0,Recommendation
22553,1137,368,2024-07-02,click,4.0,Search
22554,1357,352,2025-02-21,wishlist,,Search
22555,1194,480,2024-11-15,purchase,,Advertisement
22556,224,166,2024-08-20,view,2.0,Category
22557,2,393,2024-04-05,view,,Search
22558,798,445,2025-12-04,click,,Direct
22559,1486,61,2024-01-18,view,,Search
22560,1332,471,2025-04-14,cart,2.0,Category
22561,53,531,2025-11-30,cart,1.0,Direct
22562,1407,590,2025-07-06,purchase,1.0,Category
22563,338,584,2024-05-24,click,1.0,Search
22564,446,225,2024-11-25,click,5.0,Recommendation
22565,640,137,2025-12-12,cart,3.0,Advertisement
22566,182,4,2024-04-19,click,2.0,Direct
22567,956,582,2025-02-24,view,1.0,Advertisement
22568,118,314,2024-08-09,view,1.0,Recommendation
22569,1033,400,2024-11-05,view,2.0,Advertisement
22570,400,428,2025-10-17,view,3.0,Search
22571,916,346,2025-12-08,view,,Recommendation
22572,282,130,2024-10-30,view,2.0,Direct
22573,185,511,2024-06-09,click,,Advertisement
22574,1287,367,2024-04-15,view,2.0,Search
22575,73,559,2024-09-01,view,,Search
22576,777,506,2024-02-08,view,5.0,Advertisement
22577,812,554,2024-10-16,view,1.0,Direct
22578,1158,300,2024-10-23,view,5.0,Search
22579,137,282,2024-12-03,view,,Advertisement
22580,291,324,2025-01-01,click,2.0,Direct
22581,244,546,2024-08-21,click,,Search
22582,786,22,2025-07-20,view,3.0,Recommendation
22583,529,14,2025-06-03,wishlist,3.0,Advertisement
22584,956,510,2024-11-20,view,5.0,Advertisement
22585,465,376,2025-02-10,click,,Recommendation
22586,1417,300,2024-12-16,click,,Direct
22587,683,140,2024-09-12,purchase,1.0,Advertisement
22588,1223,188,2025-10-08,view,2.0,Category
22589,1258,217,2024-05-04,click,,Advertisement
22590,386,108,2024-05-24,cart,,Recommendation
22591,63,457,2025-01-30,view,,Category
22592,359,455,2025-07-31,view,,Category
22593,220,375,2024-12-10,click,,Advertisement
22594,209,328,2025-01-06,view,,Search
22595,786,187,2025-07-09,cart,,Direct
